x0,x1
2,9
-0.185,-0.619,0.647,0.296,-0.786,-0.003,0.003,0.411
-0.454,-0.086,-0.632,-0.618,-0.813,0.951,-0.829,0.614
-0.68,-0.141,0.237,0.031,0.76,0.229,0.149,0.539
-0.804,-0.561,0.721,-0.76,0.008,0.723,0.681,0.525
-0.553,0.658,0.69,0.501,0.434,0.778,0.834,0.487
-0.055,0.547,0.338,0.743,-0.591,-0.29,-0.153,0.235
-0.412,-0.526,0.44,0.596,0.378,-0.785,0.256,0.32
-0.988,-0.402,0.115,-0.821,-0.837,-0.874,0.998,0.089
-0.509,-0.684,0.763,-0.713,-0.212,0.116,0.414,0.249
-0.283,0.015,-0.587,-0.12,0.557
-0.824,-0.656,0.54,0.143,0.521
-0.91,0.207,-0.02,-0.042,0.366
-0.51,-0.59,-0.176,0.934,0.732
-0.052,0.289,-0.536,-0.033,0.269
