x0,x1,x2
3,9
-0.353,0.987,-0.091,0.223,-0.185,-0.941,-0.961,0.974,0.204,0.641,0.098,0.203
-0.448,0.159,0.272,0.672,-0.376,0.788,-0.868,-0.357,-0.425,-0.501,-0.267,0.5
-0.864,0.869,0.648,0.08,0.596,-0.037,-0.824,-0.808,0.646,0.415,-0.589,0.653
-0.985,-0.014,0.884,0.857,-0.656,0.635,-0.612,0.575,0.366,0.104,-0.553,0.306
-0.872,0.844,0.259,0.367,0.056,-0.466,-0.44,-0.703,-0.022,0.706,0.238,0.159
-0.923,-0.805,0.189,0.843,-0.335,-0.459,-0.758,-0.265,0.503,0.402,-0.564,0.901
-0.365,-0.349,-0.875,0.945,0.48,0.496,-0.604,-0.298,0.14,-0.12,-0.057,0.573
-0.218,0.779,-0.987,-0.421,-0.498,-0.839,-0.273,-0.162,0.919,0.831,-0.712,0.944
-0.923,-0.091,0.007,-0.4,0.679,-0.411,-0.708,-0.081,0.143,0.471,0.984,0.287
-0.539,0.463,0.364,0.164,0.009,0.141
-0.681,0.304,-0.833,0.199,0.084,0.668
