x0,x1,x2
3,10
-0.754,0.916,0.247,0.505,0.841,0.008,0.596,-0.608,0.516,-0.345,0.769,0.246
-0.537,-0.967,0.987,-0.825,0.506,-0.175,-0.685,0.677,0.582,0.457,0.663,0.038
-0.931,0.854,-0.735,0.91,0.508,-0.745,-0.936,0.502,-0.38,-0.846,0.251,0.565
-0.016,0.268,0.193,0.295,0.162,-0.453,0.642,-0.78,0.377,-0.106,-0.974,0.047
-0.002,-0.739,0.154,-0.176,-0.529,-0.306,0.344,0.159,-0.903,0.197,-0.681,0.487
-0.205,0.32,0.145,0.075,0.234,-0.604,0.868,-0.013,-0.198,0.939,0.967,0.919
-0.681,-0.554,-0.959,-0.801,-0.806,-0.154,-0.161,-0.573,0.211,-0.153,-0.757,0.221
-0.981,0.172,-0.639,0.998,-0.543,-0.136,-0.728,-0.017,-0.968,0.845,0.005,0.157
-0.734,-0.177,0.896,-0.435,0.433,0.429,0.747,0.123,-0.134,-0.099,-0.899,0.405
-0.778,-0.794,0.563,0.827,-0.032,0.967,0.385,0.797,-0.277,-0.749,0.303,0.38
-0.673,-0.578,-0.514,-0.478,-0.138,0.751
-0.07,-0.138,0.075,0.192,0.272,0.34
-0.951,-0.663,0.396,-0.32,-0.398,0.371
-0.319,0.327,0.009,-0.307,-0.564,0.723
-0.746,-0.714,0.593,-0.087,-0.088,0.035
