x0,x1,x2
3,9
-0.702,-0.691,0.426,-0.474,-0.337,0.564,0.514,-0.927,-0.873,-0.858,-0.119,0.482
-0.768,-0.975,0.431,-0.106,-0.525,1.0,0.465,0.931,-0.281,-0.165,0.51,0.718
-0.754,-0.429,0.157,-0.108,-0.059,-0.255,0.866,0.72,-0.398,-0.324,0.571,0.786
-0.713,-0.973,0.27,-0.905,0.665,0.94,-0.299,0.798,0.082,-0.504,-0.833,0.762
-0.964,0.071,0.137,-0.45,0.045,-0.763,-0.744,0.806,0.44,0.644,-0.334,0.972
-0.543,0.028,-0.889,-0.873,-0.195,0.324,-0.943,0.836,0.426,-0.568,0.979,0.755
-0.367,0.429,-0.958,-0.09,-0.472,0.828,-0.005,-0.862,-0.986,-0.489,0.871,0.576
-0.099,-0.573,-0.451,-0.808,-0.084,0.097,-0.94,0.722,-0.32,-0.306,-0.938,0.18
-0.635,0.696,0.402,-0.822,-0.161,-0.762,0.591,0.843,0.27,0.535,0.096,0.469
-0.848,-0.014,0.253,0.35,-0.051,0.322
