x0,x1,x2
3,10
-0.001,0.309,-0.343,0.726,0.517,0.796,-0.279,0.175,-0.699,-0.503,0.886,0.018
-0.806,0.2,-0.505,0.978,0.789,-0.798,-0.003,0.288,0.447,0.95,0.377,0.842
-0.372,-0.889,-0.711,-0.834,0.979,-0.278,-0.319,0.83,0.093,-0.012,-0.491,0.459
-0.197,0.358,-0.375,-0.248,0.9,-0.908,-0.709,-0.161,0.2,0.105,0.047,0.098
-0.927,-0.919,-0.173,-0.836,-0.72,0.751,0.072,0.158,-0.463,-0.351,-0.187,0.891
-0.946,0.42,-0.589,-0.769,-0.168,-0.406,-0.424,0.1,0.211,0.195,0.38,0.135
-0.153,0.196,0.079,0.422,0.36,-0.422,-0.784,0.758,-0.978,0.211,0.581,0.604
-0.072,0.991,-0.86,-0.254,0.396,0.952,0.107,0.998,-0.972,0.936,0.963,0.257
-0.504,0.599,-0.478,-0.662,0.036,-0.635,0.988,-0.061,-0.527,0.497,0.628,0.263
-0.803,-0.302,0.213,0.142,0.64,-0.155,-0.496,0.116,-0.576,-0.021,0.067,0.523
-0.918,0.161,0.43,0.532,0.163,0.97
-0.633,0.05,0.067,-0.025,0.252,0.905
-0.195,0.369,-0.273,-0.336,-0.528,0.03
-0.467,-0.216,0.342,0.203,-0.3,0.669
