x0,x1,x2
3,8
-0.684,0.21,0.057,0.134,-0.181,-0.555,0.059,0.808,-0.99,0.048,-0.46,0.949
-0.102,-0.841,-0.978,0.085,-0.206,0.672,0.05,0.63,0.85,0.602,0.559,0.935
-0.764,-0.259,0.927,0.978,-0.107,0.215,0.706,0.548,0.416,0.484,-0.966,0.328
-0.646,0.449,0.916,-0.908,0.643,-0.411,0.893,-0.353,-0.842,-0.225,-0.649,0.244
-0.003,0.668,0.722,0.607,-0.953,-0.365,0.853,-0.194,0.616,-0.08,-0.271,0.07
-0.74,-0.022,0.357,0.907,0.172,-0.947,-0.2,-0.647,0.515,-0.044,-0.313,0.835
-0.167,-0.196,0.001,0.908,0.171,-0.897,0.622,-0.94,0.66,-0.234,-0.805,0.302
-0.62,0.47,0.976,0.506,-0.926,0.238,-0.706,0.515,-0.179,0.974,0.327,0.527
-0.525,0.221,0.102,-0.736,0.023,0.695
-0.954,-0.315,-0.284,0.8,-0.599,0.399
-0.83,0.418,-0.18,0.325,0.291,0.327
