x0,x1
2,8
-0.408,0.019,0.707,0.515,-0.455,-0.444,-0.487,0.19
-0.998,0.079,0.681,-0.102,0.91,0.272,-0.732,0.225
-0.268,-0.013,-0.372,-0.286,0.692,-0.127,0.338,0.857
-0.266,0.129,0.109,-0.24,0.332,-0.313,-0.052,0.387
-0.942,0.971,0.589,-0.732,0.493,0.243,0.004,0.338
-0.826,-0.413,-0.606,0.684,-0.845,0.066,-0.408,0.016
-0.016,-0.455,-0.311,0.045,0.847,-0.109,0.617,0.737
-0.499,-0.622,-0.593,0.469,0.062,-0.495,0.368,0.602
-0.801,0.345,0.061,-0.388,0.163
-0.247,0.255,-0.021,-0.349,0.413
-0.939,-0.126,-0.177,0.143,0.517
