x0,x1
2,10
-0.791,-0.339,-0.657,0.689,-0.78,0.663,-0.075,0.192
-0.743,0.532,0.036,0.565,-0.938,-0.07,0.668,0.961
-0.548,-0.673,-0.44,0.033,-0.225,0.013,-0.772,0.87
-0.532,0.306,0.269,-0.047,-0.449,0.507,0.237,0.546
-0.337,-0.191,-0.459,0.55,0.197,-0.736,-0.94,0.414
-0.262,-0.369,0.98,0.928,-0.047,0.85,0.883,0.52
-0.824,0.187,0.008,0.445,-0.915,-0.627,0.745,0.183
-0.536,0.002,0.187,0.537,0.971,0.161,-0.361,0.278
-0.411,-0.697,-0.067,-0.429,0.133,-0.473,-0.544,0.95
-0.056,0.858,0.215,0.633,-0.78,-0.318,0.551,0.233
-0.607,0.125,-0.118,0.179,0.261
-1.0,0.1,0.198,-0.775,0.192
-0.82,0.512,0.079,0.428,0.049
-0.689,0.265,0.298,0.513,0.757
-0.766,-0.132,-0.044,0.503,0.391
