x0,x1,x2
3,7
-0.534,0.117,0.905,0.175,-0.671,-0.761,0.681,0.019,0.27,0.568,-0.214,0.138
-0.636,0.583,0.543,-0.717,-0.199,0.546,0.524,-0.553,-0.087,0.873,-0.598,0.361
-0.741,-0.594,-0.155,-0.013,0.108,-0.126,0.521,-0.291,-0.929,-0.77,0.738,0.052
-0.329,-0.71,-0.841,-0.036,0.891,-0.583,0.164,-0.259,-0.795,0.56,-0.957,0.38
-0.996,0.219,0.128,0.718,-0.213,-0.606,-0.982,-0.824,0.877,-0.039,0.961,0.514
-0.94,0.226,0.46,-0.296,0.128,0.946,-0.646,0.3,0.23,0.68,-0.284,0.741
-0.623,-0.205,0.679,0.409,0.745,0.683,0.421,-0.21,-0.331,0.537,0.126,0.241
-0.561,-0.321,0.033,-0.079,-0.051,0.708
-0.096,-0.152,0.174,-0.29,-0.717,0.622
-0.753,0.359,0.093,0.27,0.057,0.24
-0.492,-0.254,-0.019,-0.577,0.494,0.231
