x0,x1,x2
3,7
-0.199,0.229,0.615,-0.231,-0.024,-0.896,0.177,0.974,0.829,-0.227,0.837,0.256
-0.038,0.369,-0.805,-0.333,-0.175,-0.194,-0.026,-0.089,0.495,0.084,0.27,0.273
-0.692,-0.773,0.974,0.505,-0.922,0.667,-0.135,-0.294,0.159,0.713,-0.629,0.169
-0.841,0.95,0.833,-0.108,0.636,-0.599,-0.367,0.064,0.494,0.602,-0.136,0.063
-0.036,0.384,0.068,0.381,0.756,0.233,-0.994,0.453,0.157,0.204,0.041,0.652
-0.034,0.259,0.324,0.815,-0.721,-0.856,0.656,0.712,-0.956,-0.348,-0.738,0.178
-0.864,0.712,0.056,0.85,-0.005,-0.179,-0.251,0.111,-0.027,0.968,0.817,0.788
-0.65,-0.065,0.544,-0.085,-0.452,0.3
-0.917,-0.053,0.177,-0.003,-0.848,0.702
-0.174,0.412,0.189,-0.286,-0.439,0.486
