x0,x1,x2
3,8
-0.376,0.767,-0.206,0.445,0.818,0.352,-0.2,0.342,0.137,0.537,0.245,0.202
-0.258,0.297,-0.824,-0.49,0.092,-0.396,0.361,0.712,0.452,0.069,-0.311,0.564
-0.596,-0.276,0.371,0.108,-0.188,0.537,-0.071,-0.461,-0.167,0.436,0.821,0.84
-0.687,0.002,-0.281,-0.879,0.837,0.872,-0.341,-0.18,0.673,0.852,0.547,0.278
-0.893,0.407,-0.411,-0.263,0.676,0.24,0.681,0.775,0.77,-0.6,-0.509,0.048
-0.64,0.563,-0.925,-0.46,0.614,0.695,-0.771,-0.547,0.499,-0.525,0.045,0.056
-0.975,0.683,0.061,0.086,0.038,0.191,-0.926,0.16,-0.682,0.179,0.484,0.816
-0.714,-0.813,-0.04,0.264,0.762,0.102,-0.791,-0.577,0.581,-0.123,-0.453,0.637
-0.127,-0.391,-0.14,0.253,-0.333,0.756
-0.363,0.138,0.43,-0.561,-0.212,0.181
-0.27,0.228,0.568,0.027,-0.049,0.41
-0.871,-0.072,0.328,-0.325,0.687,0.204
-0.333,0.219,0.321,0.175,0.004,0.805
