x0,x1,x2
3,10
-0.146,-0.614,0.22,-0.636,0.243,0.172,0.148,-0.04,-0.238,-0.117,0.196,0.547
-0.637,0.923,0.601,0.842,0.745,-0.417,0.647,0.808,0.867,-0.866,-0.1,0.305
-0.672,0.29,-0.99,0.655,-0.94,-0.147,-0.885,0.53,-0.834,0.986,-0.605,0.824
-0.633,-0.243,0.83,0.473,0.312,0.248,-0.539,-0.704,-0.469,-0.108,0.959,0.694
-0.079,-0.723,0.552,0.731,-0.178,-0.22,0.364,-0.187,0.96,0.815,-0.255,0.92
-0.372,-0.492,-0.392,0.335,0.053,-0.759,0.903,-0.021,0.154,-0.002,-0.116,0.694
-0.385,-0.461,0.219,0.538,-0.405,0.004,0.396,-0.954,0.554,0.452,-0.2,0.857
-0.451,-0.958,-0.678,-0.238,-0.945,0.115,0.636,-0.149,-0.348,-0.648,-0.625,0.645
-0.912,-0.986,-0.454,0.706,0.479,0.62,0.943,-0.221,-0.695,0.94,0.697,0.468
-0.665,0.325,0.852,0.846,-0.335,-0.377,0.01,-0.4,-0.733,0.084,-0.141,0.393
-0.017,-0.344,0.569,-0.396,0.32,0.055
-0.303,0.214,-0.267,-0.617,0.471,0.898
