x0,x1,x2
3,10
-0.197,0.919,0.819,-0.827,-0.761,-0.861,0.261,-0.379,0.488,0.007,-0.269,0.346
-0.313,-0.725,0.452,-0.539,0.369,0.566,0.142,-0.233,0.542,0.683,-0.098,0.596
-0.325,0.037,-0.762,-0.234,0.445,-0.149,-0.91,0.936,0.754,0.839,0.266,0.04
-0.265,-0.175,-0.237,-0.571,-0.008,-0.929,0.614,0.819,0.125,0.768,-0.026,0.809
-0.262,-0.507,-0.816,0.672,0.842,0.076,0.944,0.802,-0.179,-0.829,0.025,0.725
-0.138,0.851,0.35,0.789,-0.894,-0.834,0.436,0.896,-0.171,0.454,-0.927,0.078
-0.207,0.949,-0.193,0.28,-0.913,-0.59,0.899,0.303,-0.626,0.279,-0.486,0.306
-0.239,0.64,-0.861,-0.229,-0.565,0.835,0.518,-0.621,-0.653,0.088,0.484,0.105
-0.511,-0.132,-0.492,0.926,-0.045,0.542,0.426,-0.324,0.552,-0.454,-0.34,0.558
-0.909,0.455,-0.413,0.54,-0.896,0.125,-0.988,-0.387,0.498,0.607,0.637,0.924
-0.613,0.517,-0.041,-0.748,0.274,0.971
