x0,x1,x2
3,9
-0.641,-0.182,-0.124,-0.731,0.987,-0.867,0.002,0.444,-0.01,-0.674,-0.416,0.963
-0.092,0.958,0.044,0.794,-0.961,-0.521,0.959,0.751,0.683,0.693,-0.206,0.194
-0.865,0.256,0.376,0.066,-0.526,-0.535,0.739,0.157,-0.122,0.048,-0.367,0.23
-0.853,-0.494,0.729,-0.417,0.939,0.529,0.876,-0.21,0.857,0.08,0.106,0.14
-0.561,0.03,0.882,-0.023,0.992,-0.439,-0.451,-0.752,0.428,-0.286,-0.597,0.565
-0.618,0.489,0.495,0.836,0.577,0.563,-0.541,0.259,0.184,0.15,-0.69,0.256
-0.08,-0.315,0.996,-0.178,-0.834,0.126,-0.292,0.082,-0.046,-0.252,0.757,0.185
-0.042,0.182,0.067,-0.248,-0.381,0.491,0.338,-0.255,0.859,-0.393,-0.428,0.147
-0.838,0.193,-0.363,0.143,0.686,-0.09,-0.805,0.977,-0.746,-0.979,0.228,0.667
-0.492,-0.504,0.551,0.499,0.106,0.241
-0.894,0.005,-0.124,0.792,0.032,0.755
-0.544,-0.354,-0.67,0.212,0.815,0.24
