x0,x1,x2
3,8
-0.45,0.654,-0.74,0.517,0.413,0.663,-0.099,0.931,-0.356,0.003,0.21,0.028
-0.777,0.853,0.386,0.138,-0.786,0.77,0.405,-0.732,0.556,0.388,-0.769,0.362
-0.977,-0.82,-0.277,-0.02,0.013,0.049,-0.094,0.174,0.134,-0.962,-0.753,0.345
-0.244,0.817,-0.988,0.002,0.747,0.761,-0.298,-0.295,0.709,0.214,0.65,0.162
-0.172,0.411,0.284,0.19,-0.548,0.019,0.909,0.533,-0.981,0.79,-0.354,0.332
-0.266,-0.954,-0.028,0.344,0.274,-0.725,0.037,0.734,-0.533,-0.01,-0.252,0.757
-0.008,0.15,-0.765,-0.571,-0.959,0.347,0.074,-0.067,0.007,0.501,-0.801,0.053
-0.325,-0.115,0.901,-0.416,-0.883,-0.314,0.047,0.616,-0.553,-0.538,0.148,0.879
-0.26,0.466,0.5,0.352,0.604,0.946
-0.169,-0.316,-0.339,-0.192,-0.117,0.717
-0.298,0.058,0.029,-0.692,0.354,0.112
-0.866,-0.332,0.02,0.119,0.445,0.66
