x0,x1
2,8
-0.977,0.874,0.84,-0.667,-0.157,0.152,-0.792,0.503
-0.213,-0.771,-0.931,-0.178,0.936,-0.786,0.491,0.465
-0.609,0.199,-0.916,0.646,0.627,0.663,-0.163,0.506
-0.515,-0.24,0.588,-0.222,0.776,-0.013,-0.718,0.637
-0.285,-0.614,-0.079,0.947,-0.674,0.13,0.453,0.829
-0.305,-0.494,0.032,0.294,-0.539,0.385,0.84,0.039
-0.241,0.424,0.942,0.11,0.144,0.567,-0.286,0.906
-0.245,0.739,-0.27,-0.358,0.91,0.058,-0.964,0.738
-0.085,0.238,-0.051,-0.093,0.64
-0.056,0.399,0.812,0.168,0.548
-0.418,0.371,0.185,-0.09,0.232
-0.782,-0.046,0.081,-0.229,0.235
-0.313,-0.487,0.06,-0.494,0.2
